predicate_lemma	sense_id	pos	sense_particle	role_type	roleset_desc	role_desc	function_tag	vn_theta
gasp	01	v	_	A1	breathe hard	air, hopefully		THEME
gasp	02	v	_	A0	say breathily	speaker		AGENT
gasp	02	v	_	A1	say breathily	utterance		TOPIC
gasp	02	v	_	A2	say breathily	hearer		RECIPIENT
gate	01	v	_	A0	(cause to) be enclosed by a gate	causal agent		_
gate	01	v	_	A1	(cause to) be enclosed by a gate	thing or area being enclosed by a gate		_
gather	01	v	_	A0	to collect, come together	agent or causer		AGENT
gather	01	v	_	A1	to collect, come together	entity gathered		THEME
gather	01	v	_	A2	to collect, come together	gathered into		PATIENT2
gather	01	v	_	A3	to collect, come together	beneficiary		BENEFICIARY
gauge	01	v	_	A0	determine, measure	decider		AGENT
gauge	01	v	_	A1	determine, measure	thing determined		THEME
gauge	01	v	_	A2	determine, measure	grounds		_
gauge	01	v	_	A3	determine, measure	attribute of arg1		VALUE
gawk	01	v	_	A0	gawk	gawker	_	AGENT
gawk	01	v	_	A1	gawk	gawk at	_	CAUSE
gaze	01	v	_	A0	look at steadily	looker	_	EXPERIENCER
gaze	01	v	_	A1	look at steadily	looked at	_	STIMULUS
gear	01	v	_	A0	aim at, design for	aimer, designer, agent	_	AGENT
gear	01	v	_	A1	aim at, design for	thing under consideration	_	PATIENT
gear	01	v	_	A2	aim at, design for	target	_	DESTINATION
gear	02	v	up	A0	prepare	preparer	_	AGENT
gear	02	v	up	A1	prepare	thing/entity prepared	_	PATIENT
gear	02	v	up	A2	prepare	purpose	_	_
gelatinize	01	v	_	A0	(cause to) become gelatinous	cause of transformation	_	AGENT
gelatinize	01	v	_	A1	(cause to) become gelatinous	entity made into gelatin	_	PATIENT
gelatinize	01	v	_	A2	(cause to) become gelatinous	instrument, when separate from arg 0	_	INSTRUMENT
geminate	01	v	_	A0	arrange in pairs	arranger		_
geminate	01	v	_	A1	arrange in pairs	paired item		_
generalize	01	v	_	A0	to reduce to a general form	entity making a generalization	_	_
generalize	01	v	_	A1	to reduce to a general form	topic	_	_
generate	01	v	_	A0	create	creator		AGENT
generate	01	v	_	A1	create	thing created		THEME2
generate	01	v	_	A2	create	source		THEME1
generate	01	v	_	A3	create	benefactive		_
generate	01	v	_	A4	create	attribute, secondary predication		_
generation	01	n	_	A0	create	creator		AGENT
generation	01	n	_	A1	create	thing created	PPT	THEME2
generation	01	n	_	A2	create	source	MNR	THEME1
generation	01	n	_	A3	create	benefactive	GOL	_
generation	01	n	_	A4	create	attribute, secondary predication	PRD	_
gentle	01	v	_	A0	To pacify, make gentle	Agent, cause of gentling		_
gentle	01	v	_	A1	To pacify, make gentle	Entity soothed, becoming gentle		_
genuflect	01	v	_	A0	bow	bower	_	AGENT
genuflect	01	v	_	A1	bow	bowed to	_	RECIPIENT
germanize	01	v	_	A0	(cause to) be German in character or  language	causer, agent	_	AGENT
germanize	01	v	_	A1	(cause to) be German in character or  language	entity germanized	_	PATIENT
germanize	01	v	_	A2	(cause to) be German in character or  language	instrument	_	INSTRUMENT
germinate	01	v	_	A0	young plants appearing	farmer	_	AGENT
germinate	01	v	_	A1	young plants appearing	plant	_	THEME
germinate	01	v	_	A2	young plants appearing	field or medium	_	LOCATION
germination	01	n	_	A0	Causing to sprout or grow	Horticulturalist		_
germination	01	n	_	A1	Causing to sprout or grow	Plant		_
germination	01	n	_	A2	Causing to sprout or grow	Field or medium		_
gestation	01	n	_	A0	Carrying offspring, enabling/ allowing to develop	Agent, mother		_
gestation	01	n	_	A1	Carrying offspring, enabling/ allowing to develop	Offspring		_
gesticulate	01	v	_	A0	express by waving	expresser	_	_
gesture	01	n	_	A0	body language	agent		AGENT
gesture	01	v	_	A0	body language	gesturer	_	AGENT
gesture	01	n	_	A1	body language	theme	PPT	_
gesture	01	v	_	A1	body language	gestured at	_	RECIPIENT
gesture	01	n	_	A2	body language	hearer	GOL	RECIPIENT
get	01	v	_	A0	transfer of goods, acquire	receiver		AGENT
get	01	v	_	A1	transfer of goods, acquire	thing gotten		THEME
get	01	v	_	A2	transfer of goods, acquire	giver		SOURCE
get	01	v	_	A3	transfer of goods, acquire	price paid, in-exchange-for		ASSET
get	01	v	_	A4	transfer of goods, acquire	benefactive		BENEFICIARY
get	02	v	_	A0	have-got: already possess	haver, possessor		AGENT
get	02	v	_	A1	have-got: already possess	thing had, possessed		THEME
get	03	v	_	A1	become	thing		PATIENT
get	03	v	_	A2	become	attribute of arg1		DESTINATION
get	04	v	_	A0	cause to do or be something	instigator		_
get	04	v	_	A1	cause to do or be something	a clause -- action done or descriptive small clause		_
get	05	v	_	A0	move	causer of motion		AGENT
get	05	v	_	A1	move	thing in motion		PATIENT
get	05	v	_	A2	move	destination	GOL	DESTINATION
get	06	v	_	A0	must	Subject		_
get	06	v	_	A1	must	Complement		_
get	07	v	out	A0	produce	creator		_
get	07	v	out	A1	produce	creation		_
get	07	v	out	A2	produce	created-from, thing changed	DIR	_
get	07	v	out	A3	produce	benefactive	GOL	_
get	08	v	away	A0	manage to	entity attempting some deed		_
get	08	v	away	A1	manage to	the deed		_
get	09	v	back	A0	recover	recoverer		_
get	09	v	back	A1	recover	thing regained		_
get	09	v	back	A2	recover	who had it before	DIR	_
get	10	v	back	A1	return	thing		_
get	10	v	back	A2	return	attribute of arg1		_
get	11	v	off	A1	begin	thing beginning		_
get	11	v	off	A2	begin	manner?		_
get	12	v	through	A0	reach, connect with	entity trying to get through		_
get	12	v	through	A1	reach, connect with	entity trying to be contacted		_
get	12	v	through	AM	reach, connect with	medium	MNR	_
get	13	v	through	A0	persevere	perseverer		AGENT
get	13	v	through	A1	persevere	troubles		THEME
get	14	v	together	A0	meet	one party		_
get	14	v	together	A1	meet	the other	COM	_
get	15	v	down	A1	begin	beginner		PATIENT
get	15	v	down	A2	begin	thing begun, task		DESTINATION
get	16	v	even	A0	get even: revenge	revenger		_
get	16	v	even	A1	get even: revenge	committer of prior offense		_
get	16	v	even	A2	get even: revenge	prior offense	CAU	_
get	17	v	by	A0	cope, manage	agent		AGENT
get	17	v	by	A1	cope, manage	what getting by with or without		THEME
get	18	v	along	A1	have good relations	entity 1		_
get	18	v	along	A2	have good relations	with entity 2		_
get	19	v	back	A0	get even: revenge	revenger		_
get	19	v	back	A1	get even: revenge	committer of prior offense		_
get	19	v	back	A2	get even: revenge	prior offense	CAU	_
get	20	v	on	A1	have good relations	entity 1		_
get	20	v	on	A2	have good relations	with entity 2 (if specified)	COM	_
get	21	v	on	A0	Continue on with something	causer of continuation		_
get	21	v	on	A1	Continue on with something	thing continuing		_
get	22	v	_	A0	"Have the pleasure of doing something, ""I gettuh..."""	Benefactive, partaker in desired action		_
get	22	v	_	A1	"Have the pleasure of doing something, ""I gettuh..."""	Action done, S-node or clause		_
get	23	v	off	A0	Get away with something	Outside causal agent, usually lawyer		_
get	23	v	off	A1	Get away with something	Person getting away with something		_
get	23	v	off	A2	Get away with something	Deed gotten away with		_
ghost	01	v	_	A0	move like a ghost	Moving entity		_
ghost	01	v	_	A1	move like a ghost	path or location		_
ghost	02	v	_	A1	haunt or pursue	victim		_
ghost	02	v	_	A2	haunt or pursue	ghost		_
ghost	03	v	_	A0	write for someone else	author		_
ghost	03	v	_	A1	write for someone else	story		_
gibber	01	v	_	A0	chatter	speaker	_	AGENT
gibber	01	v	_	A1	chatter	utterance,sound	_	TOPIC
gibber	01	v	_	A2	chatter	listener,recipient	_	RECIPIENT
gibe	01	v	_	A0	utter mocking or scoffing words, jeer, taunt	taunter, agent	_	AGENT
gibe	01	v	_	A1	utter mocking or scoffing words, jeer, taunt	entity taunted	_	THEME
gift	01	v	_	A0	give	giver	_	AGENT
gift	01	v	_	A1	give	thing given	_	THEME
gift	01	v	_	A2	give	entity given to	_	RECIPIENT
giggle	01	v	_	A0	laugh nervously	giggler	_	AGENT
gild	01	v	_	A0	apply thin layer	decorator	_	AGENT
gild	01	v	_	A1	apply thin layer	thing decorated	_	DESTINATION
gild	01	v	_	A2	apply thin layer	decoration	_	THEME
gill	01	v	_	A0	remove gills	gutter		AGENT
gill	01	v	_	A1	remove gills	entity being gutted		SOURCE
gill	01	v	_	A2	remove gills	what is removed (usually guts or entrails)		THEME
gill	01	v	_	A3	remove gills	instrument (usually a knife)		_
gird	01	v	_	A0	encircle	entity putting something around something else	_	_
gird	01	v	_	A1	encircle	thing encircled	_	_
gird	01	v	_	A2	encircle	thing going around	_	_
gird	02	v	_	A0	prepare, get ready for	preparer	_	_
gird	02	v	_	A1	prepare, get ready for	thing made ready	_	_
gird	02	v	_	A2	prepare, get ready for	ready for	_	_
give	01	v	_	A0	transfer	giver		AGENT
give	01	v	_	A1	transfer	thing given		THEME
give	01	v	_	A2	transfer	entity given to		RECIPIENT
give	02	v	away	A0	give away: transfer	giver		_
give	02	v	away	A1	give away: transfer	thing given		_
give	02	v	away	A2	give away: transfer	entity given to		_
give	03	v	back	A0	give back: return	giver		_
give	03	v	back	A1	give back: return	thing given		_
give	03	v	back	A2	give back: return	entity given to		_
give	04	v	off	A0	give off: emit	emitter		AGENT
give	04	v	off	A1	give off: emit	thing emit(ted)		THEME
give	05	v	out	A1	give out: die	thing dying		_
give	06	v	out	A0	give out: distribute	distributor		_
give	06	v	out	A1	give out: distribute	thing distributed		_
give	06	v	out	A2	give out: distribute	distributed to		_
give	07	v	up	A0	give up: abandon	abandoner		_
give	07	v	up	A1	give up: abandon	project		_
give	08	v	up	A0	give up: surrender	giver		_
give	08	v	up	A1	give up: surrender	gift		_
give	08	v	up	A2	give up: surrender	given-to		_
give	09	v	in	A0	give in: yield	entity giving way		ACTOR1
give	09	v	in	A1	give in: yield	entity winning		ACTOR2
give	11	v	birth	A0	give life to	mother		_
give	11	v	birth	A1	give life to	birth		_
give	11	v	birth	A2	give life to	child		_
give	12	v	vent	A0	let off steam	venter		_
give	12	v	vent	A1	let off steam	vent		_
give	12	v	vent	A2	let off steam	thing vented about		_
give	13	v	over	A0	transfer	giver		_
give	13	v	over	A1	transfer	thing given		_
give	13	v	over	A2	transfer	entity or activity given to		_
give	14	v	_	A1	To be likely to, given to	Person entity likely to do/be a certain way		_
give	14	v	_	A2	To be likely to, given to	Thing which arg1 is likely to do/be		_
give_rise	10	v	to	A0	be the source of	source of rise		_
give_rise	10	v	to	A1	be the source of	rise		_
give_rise	10	v	to	A2	be the source of	to		_
gladden	01	v	_	A0	make glad	agent, pleaser	_	CAUSE
gladden	01	v	_	A1	make glad	patient, entity pleased	_	EXPERIENCER
gladden	01	v	_	A2	make glad	instrumental	_	INSTRUMENT
glamorize	01	v	_	A0	make glamorous	causer of glamour, agent	_	_
glamorize	01	v	_	A1	make glamorous	glamorous thing	_	_
glamorize	01	v	_	A2	make glamorous	adornment, instrument	_	_
glance	01	v	_	A0	look at briefly	looker	_	EXPERIENCER
glance	01	v	_	A1	look at briefly	looked-at	_	STIMULUS
glare	01	v	_	A0	to look at	glarer, agent	_	AGENT
glare	01	v	_	A1	to look at	entity glared at	_	THEME
glass	01	v	_	A0	cover with glass, glaze	agent, person covering		AGENT
glass	01	v	_	A1	cover with glass, glaze	thing covered in glass		DESTINATION
glass	01	v	_	A2	cover with glass, glaze	glass itself, type of glass		THEME
glass	02	v	_	A0	to scan with binoculars	Looker, scanner		_
glass	02	v	_	A1	to scan with binoculars	Scene watched		_
glass	02	v	_	A2	to scan with binoculars	Scanned for what? thing searched for		_
glass	03	v	over	A1	become glass-like in appearance	thing becoming glass-like		_
glaze	01	v	_	A0	(cause to) have a sheen	glazer, agent	_	AGENT
glaze	01	v	_	A1	(cause to) have a sheen	thing now shiny	_	PATIENT
glaze	02	v	over	A1	come to have a glaze	thing now glazed	_	PATIENT
gleam	01	v	_	A0	reflect light well	gleaming thing	_	THEME
glean	01	v	_	A0	to collect bit by bit	collector, agent		AGENT
glean	01	v	_	A1	to collect bit by bit	entity gleaned		TOPIC
glean	01	v	_	A2	to collect bit by bit	entity gleaned from		SOURCE
glide	01	v	_	A0	to move	entity gliding		THEME
glide	02	v	_	A0	Fly a glider or fly a plane by gliding	Pilot		_
glide	02	v	_	A1	Fly a glider or fly a plane by gliding	Plane		_
glimmer	01	v	_	A1	Give off glimmering lights	entity glimmering		THEME
glimpse	01	n	_	A0	catch a glimpse	looker		EXPERIENCER
glimpse	01	v	_	A0	catch a glimpse	looker	_	EXPERIENCER
glimpse	01	n	_	A1	catch a glimpse	thing looked at		STIMULUS
glimpse	01	v	_	A1	catch a glimpse	thing looked at	_	STIMULUS
glint	01	v	_	A0	emit light intermittently	thing emitting light	_	THEME
glint	02	v	_	A0	look at with shining eyes	looker	_	_
glint	02	v	_	A1	look at with shining eyes	sight	_	_
glisten	01	v	_	A0	reflect light moistly	thing glistening	_	THEME
glitter	01	v	_	A0	shine, sparkle	glittering thing	_	THEME
gloat	01	v	_	A0	to feel or express great self-satisfaction	person gloating		EXPERIENCER
gloat	01	v	_	A1	to feel or express great self-satisfaction	topic/cause of gloating		CAUSE
globalize	01	v	_	A0	make global	agent	_	_
globalize	01	v	_	A1	make global	entity made global	_	_
globetrot	01	v	_	A0	mode of motion	trotter	_	THEME
globetrot	01	v	_	A1	mode of motion	path	_	LOCATION
globetrot	01	v	_	AA	mode of motion	causative agent	_	_
glom	01	v	_	A0	fasten by glomming	causer of connection, agent		AGENT
glom	01	v	_	A1	fasten by glomming	first (or all) thing(s) fastened (together)		PATIENT1
glom	01	v	_	A2	fasten by glomming	additional thing(s), destination		PATIENT2
glom	01	v	_	A3	fasten by glomming	fastener		_
glorify	01	v	_	A0	sing the praises of, extol	glorifier	_	AGENT
glorify	01	v	_	A1	sing the praises of, extol	really, really great thing	_	THEME
glorify	01	v	_	A2	sing the praises of, extol	attribute of arg1	_	PREDICATE
glory	01	v	_	A0	feel glory	feeling entity	_	EXPERIENCER
glory	01	v	_	A1	feel glory	of what?	_	CAUSE
gloss	01	v	over	A0	discretely ignore	glosser over	_	_
gloss	01	v	over	A1	discretely ignore	thing glossed over	_	_
glove	01	v	_	A0	to cover with or as if with a glove	agentive glover	_	_
glove	01	v	_	A1	to cover with or as if with a glove	thing gloved	_	_
glove	01	v	_	A2	to cover with or as if with a glove	instrument	_	_
glow	01	v	_	A0	to shine brightly and steadily, to be radiant	entity glowing	_	THEME
glow	01	v	_	A1	to shine brightly and steadily, to be radiant	fixed phrase: in the dark	_	_
glower	01	v	_	A0	give a dirty look	glowerer		AGENT
glower	01	v	_	A1	give a dirty look	target of unapproval		RECIPIENT
glue	01	v	_	A0	attach with glue	causer of attachment, agent	_	AGENT
glue	01	v	_	A1	attach with glue	entity glued	_	PATIENT1
glue	01	v	_	A2	attach with glue	entity glued to	_	PATIENT2
glut	01	v	_	A0	fill beyond capacity	causer of glut, agent	_	_
glut	01	v	_	A1	fill beyond capacity	container	_	_
glut	01	v	_	A2	fill beyond capacity	substance	_	_
glutenize	01	v	_	A0	make gluten like	agent, cause		AGENT
glutenize	01	v	_	A1	make gluten like	glutenized entity		PATIENT
glycosylate	01	v	_	A0	To add glyosyl radicals to a protein to form a glycoprotein	Agent		_
glycosylate	01	v	_	A1	To add glyosyl radicals to a protein to form a glycoprotein	Protein glycosylated		_
gnash	01	v	_	A0	grind together	causer of grinding	_	AGENT
gnash	01	v	_	A1	grind together	thing being ground	_	PATIENT
gnash	02	v	_	A0	remove through grinding	causer of removal	_	AGENT
gnash	02	v	_	A1	remove through grinding	thing being removed	_	PATIENT
gnash	02	v	_	A2	remove through grinding	source of arg1	_	_
gnaw	01	v	_	A0	bite, chew on	gnawer		AGENT
gnaw	01	v	_	A1	bite, chew on	thing chewed		PATIENT
gnaw	02	v	_	A0	to cause persistent worry or pain	causer		AGENT
gnaw	02	v	_	A1	to cause persistent worry or pain	gnawed at		PATIENT
go	01	v	_	A1	motion	entity in motion/goer		THEME
go	01	v	_	A2	motion	extent		_
go	01	v	_	A3	motion	start point		_
go	01	v	_	A4	motion	end point, end state of arg1		_
go	01	v	_	AM	motion	medium	LOC	_
go	01	v	_	AM	motion	direction (usually up or down)	DIR	_
go	02	v	_	A0	self-directed motion	goer		THEME
go	02	v	_	A1	self-directed motion	journey		_
go	02	v	_	A3	self-directed motion	start point	DIR	_
go	02	v	_	A4	self-directed motion	end point	GOL	_
go	02	v	_	AM	self-directed motion	direction (usually up or down	DIR	_
go	03	v	_	A0	pursue (often with after)	pursuer		_
go	03	v	_	A1	pursue (often with after)	goal		_
go	05	v	_	A0	serial verb construction	subject		_
go	05	v	_	A1	serial verb construction	subsequent action		_
go	06	v	_	A0	proceed (with a variety of prepositions)	entity proceeding		_
go	06	v	_	A1	proceed (with a variety of prepositions)	project		_
go	06	v	_	A2	proceed (with a variety of prepositions)	direction, usually a particle		_
go	07	v	_	A1	sell	commodity		_
go	07	v	_	A2	sell	buyer		_
go	07	v	_	A3	sell	price		_
go	08	v	_	A1	become	object		_
go	08	v	_	A2	become	attribute of arg1		_
go	08	v	_	A3	become	with reference to what		_
go	09	v	_	A1	operate	thing going		_
go	10	v	_	A1	benefactive	thing going		_
go	10	v	_	A2	benefactive	receiver		_
go	10	v	_	AM	benefactive	purpose		_
go	11	v	_	A1	serve	thing going		_
go	11	v	_	A2	serve	purpose		_
go	12	v	_	A1	experience, undergo	experiencer		_
go	12	v	_	A2	experience, undergo	experienced		_
go	13	v	_	A1	"""be gone"""	thing disappearing		_
go	14	v	_	A1	be left	thing left		_
go	15	v	on	A1	go on: continue	thing/entity continuing		AGENT
go	16	v	off	A1	go off: become on	thing becoming on, exploding		_
go	17	v	out	A0	go out: leave	entity leaving		_
go	17	v	out	A1	go out: leave	place left		_
go	18	v	out	A1	go out: extinguish	thing being extinguished		_
go	19	v	back	A1	go back: return to being	thing going back to previous state		AGENT
go	19	v	back	A2	go back: return to being	previous state		SOURCE
go	20	v	through	A1	go through: come to completion	thing coming to completion		_
go	21	v	_	A1	have on your side	thing on your side, supporter		_
go	21	v	_	A2	have on your side	beneficiary, supported		_
go	22	v	_	A1	go with, match, accompany	topic		_
go	22	v	_	A2	go with, match, accompany	what you get for free, matching thing		_
go	23	v	_	A0	say	Sayer		_
go	23	v	_	A1	say	Utterance		_
go	23	v	_	A2	say	Hearer		_
go	24	v	_	A1	existential	fixed: you		_
go	24	v	_	AARGM-ADV	existential	here, there		_
go	25	v	on	A0	Continue speaking	speaker		_
go	25	v	on	A1	Continue speaking	utterance		_
go	25	v	on	A2	Continue speaking	listener, audience spoken to		_
goad	01	v	_	A0	urge or provoke through criticism	Urger, bully		AGENT
goad	01	v	_	A1	urge or provoke through criticism	Person goaded, urged		PATIENT
goad	01	v	_	A2	urge or provoke through criticism	Persuaded action, goaded into doing what?		PROPOSITION
gobble	01	v	_	A0	eat voraciously	eater	_	AGENT
gobble	01	v	_	A1	eat voraciously	food	_	PATIENT
gobble	02	v	_	A0	make like a turkey	turkey	_	AGENT
gobble	03	v	up	A0	eat voraciously and completely	eater	_	AGENT
gobble	03	v	up	A1	eat voraciously and completely	food	_	PATIENT
goggle	01	v	_	A0	goggle	goggler	_	AGENT
goggle	01	v	_	A1	goggle	goggled at	_	CAUSE
golf	01	v	_	A0	play golf with club and golf ball	golfer		THEME
golfing	01	n	_	A0	Playing golf	Athlete		_
gondola	01	v	_	A0	gondola	agent (transitive subject)		AGENT
gondola	01	v	_	A1	gondola	thing gondolaed, theme (intransitive object, transitive object)		THEME
gondola	01	v	_	A2	gondola	locations, or start point		LOCATION
gondola	01	v	_	A3	gondola	destination		LOCATION
goof	01	v	_	A0	mess up	goofer	_	_
goose-step	01	v	_	A1	goose step	entity moving, goose-stepper		THEME
goose-step	01	v	_	A2	goose step	start point, or path		_
goose-step	01	v	_	A3	goose step	end point		LOCATION
gore	01	v	_	A0	impale	agent, gorer	_	_
gore	01	v	_	A1	impale	victim, entity gored	_	_
gore	01	v	_	A2	impale	instrument, by default 'horn'	_	_
gorge	01	v	_	A1	eat	entity eating	_	AGENT
gorge	01	v	_	A2	eat	eaten thing	_	PATIENT
gossip	01	v	_	A0	to engage in or spread gossip	gossiper(s)	_	ACTOR1
gossip	01	v	_	A1	to engage in or spread gossip	gossip about	_	TOPIC
gouge	01	v	_	A0	put deep grooves or scratches into a surface	causer of gouges		AGENT
gouge	01	v	_	A1	put deep grooves or scratches into a surface	surface		PATIENT
gouge	02	v	_	A0	extort money, swindle	petty crook		_
gouge	02	v	_	A1	extort money, swindle	money		_
gouge	02	v	_	A2	extort money, swindle	source		_
govern	01	v	_	A0	to control or influence	entity having a control or influence	_	_
govern	01	v	_	A1	to control or influence	thing governed	_	_
grab	01	v	_	A0	to capture, obtain	grabber		AGENT
grab	01	v	_	A1	to capture, obtain	entity grabbed		THEME
grace	01	v	_	A0	to decorate, beautify	entity beautifying	_	AGENT
grace	01	v	_	A1	to decorate, beautify	entity beautified	_	THEME
grade	01	v	_	A0	assign a grade	grader		AGENT
grade	01	v	_	A1	assign a grade	thing graded		THEME
grade	01	v	_	A2	assign a grade	secondary attribute		PREDICATE
grade	02	v	_	A0	(cause to) have gradation	agent, entity causing gradation		AGENT
grade	02	v	_	A1	(cause to) have gradation	thing becoming gradiant		PATIENT
grade	02	v	_	A2	(cause to) have gradation	instrument		INSTRUMENT
graduate	01	v	_	A0	move from one level to the next	graduate	_	_
graduate	01	v	_	A1	move from one level to the next	old level	_	_
graduate	01	v	_	A2	move from one level to the next	new level	_	_
graduate	01	v	_	AA	move from one level to the next	causal agent	_	_
graduation	01	n	_	A0	Moving from one level to the next	Graduate		_
graduation	01	n	_	A1	Moving from one level to the next	Old level, graduation from what/where		_
graduation	01	n	_	A2	Moving from one level to the next	New level		_
graduation	01	n	_	AA	Moving from one level to the next	Causal Agent		_
graffiti	01	v	_	A0	Cover with graffiti	punk artist		AGENT
graffiti	01	v	_	A1	Cover with graffiti	wall		DESTINATION
graffiti	01	v	_	A2	Cover with graffiti	art, type of graffiti		THEME
graft	01	v	_	A0	attach	attacher, agent		AGENT
graft	01	v	_	A1	attach	thing attached		PATIENT1
graft	01	v	_	A2	attach	attached to		PATIENT2
grafting	01	n	_	A0	attach	attacher, agent		_
grafting	01	n	_	A1	attach	thing attached		_
grafting	01	n	_	A2	attach	attached to		_
grandstand	01	v	_	A0	perform	performer	_	_
grandstand	01	v	_	A1	perform	performance, thing performed	_	_
grandstand	01	v	_	A2	perform	instrument	_	_
grant	01	v	_	A0	request	granter	_	AGENT
grant	01	v	_	A1	request	thing granted	_	PREDICATE
grant	01	v	_	A2	request	benefactive, granted-to	_	THEME
granulate	01	v	_	A0	form into granules	agent,cause	_	AGENT
granulate	01	v	_	A1	form into granules	thing granulated	_	PATIENT
granulate	01	v	_	A2	form into granules	instrument	_	INSTRUMENT
granulation	01	n	_	A0	Forming into granules	Agent, Cause		_
granulation	01	n	_	A1	Forming into granules	Thing Granulated		_
granulation	01	n	_	A2	Forming into granules	Instrument		_
grapple	01	v	_	A0	deal with	entity grappling		AGENT
grapple	01	v	_	A1	deal with	grappling with what		THEME
grasp	01	n	_	A0	to take hold of, comprehend	grasper		AGENT
grasp	01	v	_	A0	to take hold of, comprehend	grasper	_	AGENT
grasp	01	n	_	A1	to take hold of, comprehend	thing grasped	PPT	THEME
grasp	01	v	_	A1	to take hold of, comprehend	thing grasped	_	THEME
grass	01	v	_	A0	cover with grass	grass-layer		AGENT
grass	01	v	_	A1	cover with grass	area covered with grass		DESTINATION
grass	01	v	_	A2	cover with grass	grass itself, type of grass		THEME
grate	01	v	_	A0	scrape	agent/cause of grating	_	AGENT
grate	01	v	_	A1	scrape	entity being grated	_	PATIENT
grate	01	v	_	A2	scrape	instrument used	_	INSTRUMENT
grate	02	v	_	A1	irritate	thing that grates	_	CAUSE
grate	02	v	_	A2	irritate	entity grated	_	EXPERIENCER
gratify	01	v	_	A0	satisfy	satisfier	_	CAUSE
gratify	01	v	_	A1	satisfy	thing satisfied	_	EXPERIENCER
gravel	01	v	_	A0	cover with gravel	Landscaper, causer of gravel-covering		AGENT
gravel	01	v	_	A1	cover with gravel	land covered in gravel		DESTINATION
gravel	01	v	_	A2	cover with gravel	gravel itself, type of gravel		THEME
gravitate	01	v	_	A0	be pulled or attracted to	Thing moving toward another		_
gravitate	01	v	_	A1	be pulled or attracted to	Magnetic source		_
gray	01	v	_	A0	(cause to) become gray	causer	_	AGENT
gray	01	v	_	A1	(cause to) become gray	thing becoming gray	_	PATIENT
graze	01	v	_	A0	(allow to) eat grass	cow	_	AGENT
graze	01	v	_	A1	(allow to) eat grass	grass, pasture	_	PATIENT
graze	01	v	_	AA	(allow to) eat grass	rancher	_	_
grease	01	v	_	A0	Cover with grease	agent, greaser		AGENT
grease	01	v	_	A1	Cover with grease	car, mechanical device, thing greased		DESTINATION
grease	01	v	_	A2	Cover with grease	grease itself, type of grease		THEME
green	01	v	_	A1	turn green	thing turning green	_	AGENT
greet	01	v	_	A0	welcome, receive with a   specific reaction	greeter		AGENT
greet	01	n	_	A0	welcome	greeter		AGENT
greet	01	v	_	A1	welcome, receive with a   specific reaction	thing greeted		THEME
greet	01	n	_	A1	welcome	thing greated	PPT	THEME
greet	01	v	_	A2	welcome, receive with a   specific reaction	secondary attribute, greeted as	PRD	CAUSE
greet	01	n	_	A2	welcome	secondary attribute, greeted as	PRD	_
greet	01	v	_	A3	welcome, receive with a   specific reaction	specific reaction	MNR	_
greet	01	n	_	A3	welcome	specific reason	CAU	_
grievance	01	n	_	A0	complaint	complainer		AGENT
grievance	01	n	_	A1	complaint	cause, complain of or about	PPT	TOPIC
grievance	01	n	_	A2	complaint	hearer, complain to	GOL	RECIPIENT
grieve	01	v	_	A0	(cause to) feel extreme sadness	causer of grief		CAUSE
grieve	01	v	_	A1	(cause to) feel extreme sadness	saddened entity		EXPERIENCER
grieve	01	v	_	A2	(cause to) feel extreme sadness	instrument or manner if separate from arg 0		_
grill	01	v	_	A0	cook by grilling	cook, agent	_	AGENT
grill	01	v	_	A1	cook by grilling	food, material	_	PRODUCT
grimace	01	v	_	A0	smile painfully	grimacer		AGENT
grimace	01	v	_	A1	smile painfully	source of pain		CAUSE
grin	01	v	_	A0	smile broadly	grinner	_	AGENT
grin	02	v	_	A0	speak while grinning	grinner	_	AGENT
grin	02	v	_	A1	speak while grinning	utterance	_	THEME
grin	02	v	_	A2	speak while grinning	listener	_	RECIPIENT
grind	01	v	_	A0	make smaller, crush	grinder		AGENT
grind	01	v	_	A1	make smaller, crush	thing crushed		MATERIAL
grind	01	v	_	A2	make smaller, crush	end state		PRODUCT
grind	02	v	up	A0	make smaller, crush	agent		_
grind	02	v	up	A1	make smaller, crush	thing crushed		_
grind	02	v	up	A2	make smaller, crush	end state		_
grind	03	v	_	A1	emit grinding sound	thing making sound		_
grind	04	v	_	A0	idiomatic: grind to a [stop|halt]	causer of stopping		_
grind	04	v	_	A1	idiomatic: grind to a [stop|halt]	thing stopping		_
grind	04	v	_	A2	idiomatic: grind to a [stop|halt]	stop, halt, etc		_
grind	05	v	_	A0	move with difficulty	mover		_
grind	05	v	_	A1	move with difficulty	moved		_
grind	05	v	_	A2	move with difficulty	destination		_
grinding	01	n	_	A0	Crushing	Grinder		_
grinding	01	n	_	A1	Crushing	Thing crushed		_
grinding	01	n	_	A2	Crushing	End state		_
grip	01	v	_	A0	hold tight	holder	_	AGENT
grip	01	v	_	A1	hold tight	thing held	_	THEME
grip	01	v	_	A2	hold tight	benefactive	_	_
grip	01	v	_	A3	hold tight	secondary attribute of thing held	_	_
gripe	01	v	_	A0	to complain	complainer	_	AGENT
gripe	01	v	_	A1	to complain	complaint	_	TOPIC
grit	01	v	_	A0	grind together	causer of grinding	_	_
grit	01	v	_	A1	grind together	thing being ground	_	_
groan	01	n	_	A0	to utter with a groan	groaner		AGENT
groan	01	v	_	A0	to utter with a groan	groaner	_	AGENT
