predicate_lemma	sense_id	pos	sense_particle	role_type	roleset_desc	role_desc	function_tag	vn_theta
occur	_	v	01	A1	occur, take place	event	PPT	THEME
occur	_	v	01	A2	occur, take place	benefactive	GOL	_
od	_	v	01	A0	overdose	entity who took too much	PAG	_
od	_	v	01	A1	overdose	on what drug	PPT	_
odd	_	j	01	A1	strange (may require concatenation)	strange entity	PPT	_
odd	_	j	02	A1	of numbers, having one left over, not even	odd numbered entity	PPT	_
off	_	v	01	A0	murder	murderer	PAG	AGENT
off	_	v	01	A1	murder	victim	PPT	PATIENT
off	_	j	02	A1	of kilter, not up to par, wrong in some way	sub-par thing	PPT	_
off	_	j	03	A1	cancelled	cancelled thing	PPT	_
off	_	j	04	A1	not scheduled for duties	entity on a break from duty	PAG	_
off	_	j	05	A1	not in operation/activated	inactive/inoperational thing	PPT	_
off	_	v	01	A2	murder	weapon	MNR	INSTRUMENT
off	_	j	04	A2	not scheduled for duties	the duties	PPT	_
offend	_	v	01	A0	give offense, bother, take aback, insulted and in a huff	offender	PAG	STIMULUS
offend	_	v	03	A0	Commit an illegal act	criminal	PAG	_
offend	_	v	01	A1	give offense, bother, take aback, insulted and in a huff	offended	PPT	EXPERIENCER
offend	_	v	03	A1	Commit an illegal act	crime	PPT	_
offend	_	v	01	A2	give offense, bother, take aback, insulted and in a huff	instrument, if separate from arg0	MNR	_
offense	_	n	02	A0	making an attack	the offense (attackers)	PAG	_
offense	_	n	02	A1	making an attack	the defense (victims/targets)	PPT	_
offer	_	n	01	A0	transaction, proposal	entity offering	PAG	AGENT
offer	_	n	01	A1	transaction, proposal	commodity	PPT	THEME
offer	_	n	01	A2	transaction, proposal	price	VSP	_
offer	_	n	01	A3	transaction, proposal	benefactive or entity offered to	GOL	GOAL
official	_	j	01	A1	properly sanctioned	official entity	PPT	_
officiate	_	v	01	A0	to function as an officer of a duty, such as a priest or referee	official performing a duty	PAG	AGENT
officiate	_	v	01	A1	to function as an officer of a duty, such as a priest or referee	duty, ceremony officiated by arg 0	PPT	_
officiate	_	v	01	A2	to function as an officer of a duty, such as a priest or referee	role, secondary predication of arg0, officiated as what?	PRD	ATTRIBUTE
offload	_	v	01	A0	cause to be unburdened	unloader, agent	PAG	_
offload	_	v	01	A1	cause to be unburdened	beast of burden	GOL	_
offload	_	v	01	A2	cause to be unburdened	cargo	PPT	_
offload	_	v	01	A3	cause to be unburdened	instrument	MNR	_
offset	_	n	01	A0	balance out, lessen the impact of	intentional agent	PAG	_
offset	_	n	01	A1	balance out, lessen the impact of	thing whose impact we want to lessen	GOL	_
offset	_	n	01	A2	balance out, lessen the impact of	balanced by	PPT	_
ogle	_	v	01	A0	to stare at	ogler, agent	PPT	EXPERIENCER
ogle	_	v	01	A1	to stare at	entity ogled	PAG	STIMULUS
oil	_	v	01	A0	make oily	oiler	PAG	AGENT
oil	_	v	01	A1	make oily	thing getting oily	GOL	DESTINATION
oil	_	v	01	A2	make oily	oil	PPT	THEME
oil	_	v	01	A3	make oily	end state, attribute	PRD	_
oil	up	v	02	A0	make oily	oiler	PAG	AGENT
oil	up	v	02	A1	make oily	thing getting oily	GOL	DESTINATION
oil	up	v	02	A2	make oily	oil	PPT	THEME
oily	_	j	03	A0	make oily	oiler	PAG	_
oily	_	j	03	A1	make oily	thing getting oily	GOL	_
oily	_	j	03	A2	make oily	oil	PPT	_
oily	_	j	03	A3	make oily	end state, attribute	PRD	_
oink	_	v	01	A0	make the characteristic noise of a pig, grunt	oinker	PAG	AGENT
okay	_	v	01	A0	allow, permit	okay-er, entity giving permission	PAG	AGENT
okay	_	v	01	A1	allow, permit	ok thing,	PPT	TOPIC
okay	_	j	02	A1	having an average amount of skill at	marginally skilled entity	PAG	_
okay	_	j	03	A1	moderately beneficial, healthy	thing that is moderately beneficial	PAG	_
okay	_	j	04	A1	generally alright	generally alright thing	PAG	_
okay	_	v	01	A2	allow, permit	entity FOR whom arg1 is ok, having permission to undergo arg1	GOL	RECIPIENT
okay	_	j	02	A2	having an average amount of skill at	skill	PPT	_
okay	_	j	03	A2	moderately beneficial, healthy	beneficiary	GOL	_
okay	_	j	04	A2	generally alright	target of ok behavior	GOL	_
old	_	j	01	A1	aged. having been around for a while	aged one	PAG	_
old	_	j	01	A2	aged. having been around for a while	age	EXT	_
oldfashioned	_	j	01	A1	Old school, Traditional	entity with old ideas	PPT	_
oldfashioned	_	j	01	A2	Old school, Traditional	thought or idea that is old	PRD	_
oliguric	_	j	01	A1	producing an abnormally small amount of urine	entity suffering oliguria	PAG	_
omit	_	n	01	A0	leave out (of)	omitter	PAG	AGENT
omit	_	n	01	A1	leave out (of)	thing left out	PPT	THEME
omit	_	n	01	A2	leave out (of)	left out of what	DIR	SOURCE
omnipotent	_	j	01	A1	all-powerful	Godlike entity	PAG	_
omnipotent	_	j	01	A2	all-powerful	entity ruled	PPT	_
on	_	j	01	A1	functioning, active	functioning thing	PPT	_
onboard	_	j	01	A1	on a vessel/vehicle	entity who is onboard	PAG	_
onboard	_	j	02	A1	in support of, going along with	entity who is supporting	PAG	_
onboard	_	j	01	A2	on a vessel/vehicle	the 'vessel'	PPT	_
onboard	_	j	02	A2	in support of, going along with	onboard with what, in support of	PPT	_
one	_	j	01	A1	unified, as a single entity	single entity	PPT	_
onslaught	_	v	01	A0	to attack	attacker	PAG	_
onslaught	_	v	01	A1	to attack	thing actually moving aggressively toward arg2 (non-agentive)	PPT	_
onslaught	_	v	01	A2	to attack	entity attacked	GOL	_
ooh	_	v	01	A0	express admiration or pleasure	ooh-er	PAG	_
ooh	_	v	01	A1	express admiration or pleasure	cause of awe	PPT	_
ooze	_	n	01	A0	secreting a thick liquid	Oozer	PAG	_
ooze	_	n	01	A1	secreting a thick liquid	Liquid	PPT	THEME
opacify	_	v	01	A0	make or become opaque, becoming opaque	Agent, cause	PAG	AGENT
opacify	_	v	01	A1	make or become opaque, becoming opaque	Entity becoming opaque	PPT	PATIENT
opacify	_	v	01	A2	make or become opaque, becoming opaque	Instrument	MNR	INSTRUMENT
open	_	j	01	A0	(cause to) become open; change of state, free for passage/entry	opener	PAG	AGENT
open	_	v	02	A0	begin	agent, causer of opening	PAG	_
open	_	j	04	A0	freely giving of info, feelings, free to be seen	giver, open one	PAG	_
open	_	j	09	A0	free for passage, entry	agent/causer of opening	PAG	AGENT
open	_	j	01	A1	(cause to) become open; change of state, free for passage/entry	thing opening	PPT	THEME
open	_	v	02	A1	begin	thing opening	PPT	THEME
open	_	j	04	A1	freely giving of info, feelings, free to be seen	info, feelings, etc	PPT	_
open	_	j	05	A1	open-minded, freely accepting of input	open-minded, accepting one	PAG	_
open	_	j	06	A1	spacious, unenclosed	spacious place	PPT	_
open	_	j	07	A1	available	thing that is available	PPT	_
open	_	j	08	A1	vulnerable/subject to, exposed	vulnerable thing	PAG	_
open	_	j	09	A1	free for passage, entry	thing/place open for passage/entry (door, business, etc)	PPT	PATIENT
open	_	j	01	A2	(cause to) become open; change of state, free for passage/entry	instrument	MNR	INSTRUMENT
open	_	j	04	A2	freely giving of info, feelings, free to be seen	recipient	GOL	_
open	_	j	05	A2	open-minded, freely accepting of input	input accepted	PPT	_
open	_	j	06	A2	spacious, unenclosed	space accessed  (open to what space)	LOC	_
open	_	j	07	A2	available	available for what action	VSP	_
open	_	j	08	A2	vulnerable/subject to, exposed	vulnerable to what	PPT	_
open	_	j	09	A2	free for passage, entry	instrument	MNR	_
open	_	j	01	A3	(cause to) become open; change of state, free for passage/entry	benefactive	GOL	RECIPIENT
open	_	j	07	A3	available	available to whom	GOL	_
open	_	j	09	A3	free for passage, entry	benefactive; entity free to enter/pass	GOL	RECIPIENT
open	_	v	02	AM	begin	up, down, or unchanged	MNR	_
open	_	v	02	AM	begin	start point	EXT	_
open	up	v	03	A0	cause to be not closed, complete opening	opener	PAG	_
open	up	v	03	A1	cause to be not closed, complete opening	thing opening	PPT	PATIENT
open	up	v	03	A2	cause to be not closed, complete opening	instrument	MNR	_
open	up	v	03	A3	cause to be not closed, complete opening	benefactive	GOL	_
openminded	_	j	01	A1	mentally accepting towards	entity with an open mind	PPT	_
openminded	_	j	01	A2	mentally accepting towards	towards what	GOL	_
operable	_	j	03	A0	able to (be) operate(d)	operator	PAG	_
operable	_	j	03	A1	able to (be) operate(d)	thing operat(ed/ing)	PPT	_
operable	_	j	03	A2	able to (be) operate(d)	explicit patient (operated on)	GOL	_
operable	_	j	03	A3	able to (be) operate(d)	explicit role (operating as)	PRD	_
operable	_	j	03	A4	able to (be) operate(d)	explicit instrument (with or as, usually)	MNR	_
operate	_	v	01	A0	cf work, working (of something)	agent, operator	PAG	AGENT
operate	_	v	101	A0	perform surgery	Surgeon/Person performing precise work	PAG	_
operate	_	v	01	A1	cf work, working (of something)	thing operated	PPT	PATIENT
operate	_	v	101	A1	perform surgery	Patient/Body Part being operated on	PPT	_
operate	_	v	01	A2	cf work, working (of something)	explicit patient (thing operated on)	GOL	_
operate	_	v	01	A3	cf work, working (of something)	explicit role	PRD	_
operate	_	v	01	A4	cf work, working (of something)	explicit instrument (with or on, ususally)	MNR	_
opine	_	n	01	A0	express an opinion	speaker	PAG	_
opine	_	n	01	A1	express an opinion	opinion	PPT	_
opine	_	n	01	A2	express an opinion	hearer	GOL	_
oppose	_	n	01	A0	oppose, object to, being against, being in an opposite position, against an issue	opposer	PPT	PATIENT
oppose	_	n	01	A1	oppose, object to, being against, being in an opposite position, against an issue	thing opposed to	PPT	CO-PATIENT
opposite	_	j	01	A1	opposite	first entity in opposition (opposite thing)	PPT	_
opposite	_	j	01	A2	opposite	second in opposition (opposite from what?)	PPT	_
opposite	_	j	01	A3	opposite	dimension of opposition (opposite in what regard?)	ADV	_
oppress	_	v	01	A0	to burden with cruel or unjust impositions	entity oppressing	PAG	_
oppress	_	v	01	A1	to burden with cruel or unjust impositions	entity oppressed	PPT	_
opt	_	v	01	A0	choose, pick, decide on	chooser	PAG	_
opt	_	v	01	A1	choose, pick, decide on	choice	PPT	_
optimistic	_	j	01	A0	having a positive, hopeful outlook	stimulus of optimism	PPT	_
optimistic	_	j	01	A1	having a positive, hopeful outlook	optimistic entity	PAG	_
optimize	_	n	01	A0	make efficient	optimizer	PAG	_
optimize	_	n	01	A1	make efficient	thing optimized	PPT	_
option	_	v	01	A0	to purchase an option on something	Seller, entity offering option	PAG	_
option	_	v	01	A1	to purchase an option on something	Thing optioned	PPT	_
optional	_	j	01	A1	left to choice, not required	thing that is not required	PPT	_
optional	_	j	01	A2	left to choice, not required	who, what arg1 is not necessarily required for	PRD	_
orbit	_	v	01	A0	revolve around a central point	revolving entity	PAG	_
orbit	_	v	01	A1	revolve around a central point	point orbited	PPT	_
orchestrate	_	v	01	A0	coordinate, manage	conductor, manager	PAG	_
orchestrate	_	v	01	A1	coordinate, manage	things being coordinated or managed	PPT	_
ordain	_	v	01	A0	to dictate, dictum, decree	dictator, agent	PAG	AGENT
ordain	_	v	01	A1	to dictate, dictum, decree	thing dictated	PPT	THEME
order	_	n	01	A0	impelled action	forcer	PAG	AGENT
order	_	v	02	A0	request to be delivered	orderer	PAG	AGENT
order	_	n	03	A0	placement	agent, setter	PAG	AGENT
order	_	n	01	A1	impelled action	impelled agent	GOL	RECIPIENT
order	_	v	02	A1	request to be delivered	thing ordered	PPT	THEME
order	_	n	03	A1	placement	thing set	PPT	THEME
order	_	n	01	A2	impelled action	impelled action	PPT	TOPIC
order	_	v	02	A2	request to be delivered	benefactive, ordered-for	GOL	BENEFICIARY
order	_	n	03	A2	placement	location or position	GOL	DESTINATION
order	_	v	02	A3	request to be delivered	source	DIR	SOURCE
orderly	_	j	04	A0	neat	agent creating order	PAG	_
orderly	_	j	04	A1	neat	neat, ordered thing	PPT	_
organize	_	n	01	A0	make organized, orderly arrangment, having a systematic, efficient (maybe unified) structure	organizer, entity with good organizational skills	PAG	AGENT
organize	_	n	01	A1	make organized, orderly arrangment, having a systematic, efficient (maybe unified) structure	thing organized, domain in which arg0 has good skills	PPT	RESULT
organize	_	n	01	A2	make organized, orderly arrangment, having a systematic, efficient (maybe unified) structure	previous state	VSP	MATERIAL
organize	_	n	01	A3	make organized, orderly arrangment, having a systematic, efficient (maybe unified) structure	benefactive	GOL	BENEFICIARY
organize	_	n	01	A4	make organized, orderly arrangment, having a systematic, efficient (maybe unified) structure	end state	PRD	RESULT
orgasm	_	v	01	A1	have a sexual climax	experiencer of climax	PAG	_
orgasm	_	v	01	A2	have a sexual climax	stimulus	CAU	_
orient	_	n	01	A0	to adjust or focus, focusing on	agent of focus, adjustment	PAG	_
orient	_	n	01	A1	to adjust or focus, focusing on	entity focused, oriented	PPT	_
orient	_	n	01	A2	to adjust or focus, focusing on	focused on, oriented towards	GOL	_
orient	_	n	01	A3	to adjust or focus, focusing on	specific aspect of arg1 oriented	VSP	_
originate	_	v	01	A0	create, come about	creator	PAG	_
originate	_	v	01	A1	create, come about	thing originated	PPT	_
originate	_	v	01	A2	create, come about	source	DIR	_
originate	_	v	01	A3	create, come about	attribute of arg1	PRD	_
ornament	_	v	01	A0	decorate	decorator	PAG	AGENT
ornament	_	v	01	A1	decorate	thing ornamented	PPT	THEME
ornament	_	v	01	A2	decorate	ornament	MNR	_
orphan	_	v	01	A0	cause to not have parents	causer	PAG	AGENT
orphan	_	v	01	A1	cause to not have parents	orphan	PPT	THEME
orthodox	_	j	01	A1	adhering to establishment/tradition	orthodox entity	PPT	_
orthodox	_	j	01	A2	adhering to establishment/tradition	defining characteristic/name of the tradition	ADJ	_
oscillate	_	v	01	A0	move, swing, hover	agent, cause	PAG	AGENT
oscillate	_	v	01	A1	move, swing, hover	thing oscillating	PPT	THEME
osculate	_	v	01	A0	kiss by pressing lips together	couple, or first kisser	PAG	AGENT
osculate	_	v	01	A1	kiss by pressing lips together	other half of the couple if listed separately	PPT	EXPERIENCER
osculate	_	v	02	A1	share at least three common points	first point of a curve	PAG	_
osculate	_	v	03	A1	fall between two taxonomic groups	species	PAG	_
osculate	_	v	02	A2	share at least three common points	second piece of a curve; thing sharing common points	PPT	_
osculate	_	v	03	A2	fall between two taxonomic groups	taxonomic groups it falls between	LOC	_
ossify	_	j	01	A0	to make bone or like bone	cause of solidification	PAG	AGENT
ossify	_	j	01	A1	to make bone or like bone	entity made bone-like	PPT	PATIENT
ossify	_	j	01	A2	to make bone or like bone	result, attribute of arg 1	PRD	_
ostracize	_	v	01	A0	to exclude from society, friendship,   privileges, etc	ostracizers, agent	PAG	AGENT
ostracize	_	v	01	A1	to exclude from society, friendship,   privileges, etc	ostracized	PPT	THEME
ostracize	_	v	01	A2	to exclude from society, friendship,   privileges, etc	ostracized from	DIR	SOURCE
other	_	j	01	A1	be different, not the same, unusual	thing that is different; first item if seperate	PPT	_
other	_	j	01	A2	be different, not the same, unusual	different from what; second item	PPT	_
other	_	j	01	A3	be different, not the same, unusual	extent or manner; differs how	EXT	_
otherwise	_	j	01	A1	be other than as expected	thing that is different	PPT	_
otherwise	_	j	01	A3	be other than as expected	extent or manner	EXT	_
oust	_	v	01	A0	cause to cease employment	employer	PAG	AGENT
oust	_	v	01	A1	cause to cease employment	ex-employee	PPT	THEME
oust	_	v	01	A2	cause to cease employment	job	DIR	SOURCE
out	_	v	01	A0	expose, reveal something (often negative) about someone	outter, exposer, revealer	PAG	_
out	_	v	01	A1	expose, reveal something (often negative) about someone	person, thing being outted	PPT	_
out	_	j	02	A1	extinguished (fire, lights, power, etc)	thing formerly receiving power, fuel	PPT	_
out	_	j	03	A1	eliminated from play	former player	PPT	_
out	_	j	04	A1	asleep, unconscious	sleeping beauty	PAG	_
out	_	j	05	A1	having exhausted a resource/commodity	entity who doesn't have any left	PAG	_
out	_	j	06	A1	no longer in (state/location); away from	entity that is no longer in (state/location)	PAG	_
out	_	v	01	A2	expose, reveal something (often negative) about someone	entity outted to	GOL	_
out	_	j	03	A2	eliminated from play	game, play, competition	LOC	_
out	_	j	05	A2	having exhausted a resource/commodity	what there isn't any left of	PPT	_
out	_	j	06	A2	no longer in (state/location); away from	state or location not occupied	LOC	_
out	_	v	01	A3	expose, reveal something (often negative) about someone	attribute of arg 1	PRD	_
out	trade	v	02	A0	to surpass another in trading	first trader	PAG	_
out	trade	v	02	A1	to surpass another in trading	entity out-traded	PPT	_
outbid	_	v	01	A0	bid more than	bidder	PPT	THEME
outbid	_	v	01	A1	bid more than	other, lesser bidder	PPT	CO-THEME
outbid	_	v	01	A2	bid more than	goods	PRD	ATTRIBUTE
outbreak	_	n	01	A1	natural disaster: rampant spread of disease	disease	PPT	_
outbreak	_	n	01	A2	natural disaster: rampant spread of disease	victims, sick entities	GOL	_
outbreak	_	n	01	A3	natural disaster: rampant spread of disease	casualties/injury toll	VSP	_
outbreak	_	n	01	A4	natural disaster: rampant spread of disease	damages/cost	VSP	_
outcry	_	n	01	A0	speaking out against	speaker	PAG	_
outcry	_	n	01	A1	speaking out against	spoken out against/about	PPT	_
outcry	_	n	01	A2	speaking out against	listener	GOL	_
outcry	_	n	01	A3	speaking out against	for what (if in addition to arg1)	CAU	_
outdate	_	j	01	A0	to make obsolete or out of date	Causer of outdating	PAG	_
outdate	_	j	01	A1	to make obsolete or out of date	Entity becoming outdated	PPT	_
outdistance	_	v	01	A0	to surpass by a wide margin	entity ahead	PAG	_
outdistance	_	v	01	A1	to surpass by a wide margin	entity outdistanced	PPT	_
outdo	_	v	01	A0	to do something to a greater degree	entity doing better	PAG	_
outdo	_	v	01	A1	to do something to a greater degree	entity outdone	PPT	_
outface	_	v	01	A0	outstare	person staring	PAG	_
outface	_	v	01	A1	outstare	person outstared	PPT	_
outfit	_	n	01	A0	provide with equipment	provider	PAG	AGENT
outfit	_	n	01	A1	provide with equipment	entity getting equipment	PPT	RECIPIENT
outfit	_	n	01	A2	provide with equipment	equipment, outfit	PPT	THEME
outflank	_	v	01	A1	to gain a tactical advantage over	agent	PAG	_
outflank	_	v	01	A2	to gain a tactical advantage over	entity outflanked	PPT	_
outflow	_	v	01	A1	move like water in an outward direction	substance	PPT	_
outfly	_	v	01	A0	fly beyond or faster than another	first flier who is winning, flying faster/further	PAG	_
outfly	_	v	01	A1	fly beyond or faster than another	other flier who is being outflown	PPT	_
outgoing	_	n	01	A1	moving outwards	entity in motion	PAG	_
outgoing	_	n	01	A3	moving outwards	start point	DIR	_
outgoing	_	n	01	A4	moving outwards	end point	GOL	_
outgrow	_	v	01	A0	become too big for	entity getting too big	PAG	_
outgrow	_	v	01	A1	become too big for	too big for what	PPT	_
outgunned	_	j	01	A0	overwhelm with (military) force	winner	PAG	_
outgunned	_	j	01	A1	overwhelm with (military) force	loser	PPT	_
outgunned	_	j	01	A2	overwhelm with (military) force	weapon, instrument if in addition to arg0	MNR	_
outing	_	n	07	A0	pleasure trip, junket	traveler	PPT	_
outing	_	n	07	A1	pleasure trip, junket	destination	LOC	_
outlandish	_	j	01	A1	far fetched, bizarre	outlandish entity	PAG	_
outlast	_	v	01	A0	last longer than	longer lasting	PAG	_
outlast	_	v	01	A1	last longer than	shorter lasting	PPT	_
outlaw	_	v	01	A0	make illegal	judicial body, agent	PAG	AGENT
outlaw	_	v	01	A1	make illegal	criminal activity	PPT	THEME
outleap	_	v	01	A0	to leap beyond something else	first leaper who is leaping beyond something else	PAG	_
outleap	_	v	01	A1	to leap beyond something else	entity lept beyond by arg0	PPT	_
outline	_	v	01	A0	describe roughly	describer	PAG	_
outline	_	v	01	A1	describe roughly	thing being described	PPT	_
outlive	_	v	01	A1	to last or experience for a long time	experiencer, thing continuing to live beyond its time	PAG	_
outlive	_	v	01	A2	to last or experience for a long time	point of comparison, entity that arg1 is living beyond	PPT	_
outlying	_	v	01	A0	adjective, describes something   that is relatively far from a central location	thing located far away	PAG	_
outmanned	_	j	01	A0	outnumber, or exceed in manpower	entity with more manpower	PPT	_
outmanned	_	j	01	A1	outnumber, or exceed in manpower	entity with less manpower	PPT	_
outmatch	_	v	01	A0	exceed	thing outdoing	PPT	THEME
outmatch	_	v	01	A1	exceed	thing outdone	PPT	CO-THEME
outnumber	_	v	01	A1	be countably more	thing that's more	PPT	THEME
outnumber	_	v	01	A2	be countably more	thing that's less	PPT	CO-THEME
outnumber	_	v	01	A3	be countably more	margin, EXT	PRD	ATTRIBUTE
outpace	_	v	01	A0	move more quickly	entity moving faster	PAG	_
outpace	_	v	01	A1	move more quickly	entity moving slower	PPT	_
outpace	_	v	01	A2	move more quickly	margin	EXT	_
outperform	_	v	01	A0	perform better	better performer	PAG	_
outperform	_	v	01	A1	perform better	other performer	PPT	_
outperform	_	v	01	A2	perform better	margin	EXT	_
outpouching	_	n	01	A1	forming into an outward pouch	Entity pouching outward	PPT	_
outpouring	_	n	01	A0	moving liquids, outwardly	agent, pourer	PAG	_
outpouring	_	n	01	A1	moving liquids, outwardly	liquid, thing flowing out	PPT	_
outpouring	_	n	01	A2	moving liquids, outwardly	source	DIR	_
outpouring	_	n	01	A3	moving liquids, outwardly	destination	GOL	_
outrace	_	v	01	A0	outdo	thing outdoing	PPT	THEME
outrace	_	v	01	A1	outdo	thing outdone	PPT	CO-THEME
outrage	_	n	01	A0	make very angry, extreme, causing outrage (or other extreme feeling)	Stimulus of outrage, outrageous entity	PAG	STIMULUS
outrage	_	n	01	A1	make very angry, extreme, causing outrage (or other extreme feeling)	enraged entity	PPT	EXPERIENCER
outrageous	_	j	02	A0	wild, over the top, possibly hilarious and wonderful	wild entity	PAG	_
outrageous	_	j	02	A1	wild, over the top, possibly hilarious and wonderful	entity deeming arg1 outrageous	PPT	_
outrank	_	v	01	A0	surpass in rank	entity with higher rank	PAG	_
outrank	_	v	01	A1	surpass in rank	entity with lower rank	PPT	_
outrun	_	v	01	A0	run faster than	chaser	PAG	_
outrun	_	v	01	A1	run faster than	slow-poke	PPT	_
outsell	_	v	01	A0	sell better	better seller	PAG	_
outsell	_	v	01	A1	sell better	other seller	PPT	_
outsell	_	v	01	A2	sell better	margin	EXT	_
outshine	_	v	01	A0	to be more splendid or successful	entity compared to	PAG	_
outshine	_	v	01	A1	to be more splendid or successful	entity outshone	PPT	_
outsmart	_	v	01	A0	outdo	thing outdoing	PPT	THEME
outsmart	_	v	01	A1	outdo	thing outdone	PPT	CO-THEME
outsource	_	v	01	A0	contract work to an outside entity	entity contracting work out	PAG	_
outsource	_	v	01	A1	contract work to an outside entity	work	PPT	_
outsource	_	v	01	A2	contract work to an outside entity	outsourced to	GOL	_
outspoken	_	j	01	A0	candid	speaker	PAG	_
outspoken	_	j	01	A1	candid	topic	PPT	_
outstrip	_	v	01	A0	exceed, be more than	thing that's more	PPT	THEME
outstrip	_	v	01	A1	exceed, be more than	thing that's less	PPT	CO-THEME
outstrip	_	v	01	A2	exceed, be more than	margin, difference	EXT	_
outweigh	_	v	01	A0	to weigh more,  be more significant than	entity weighed	PPT	THEME
outweigh	_	v	01	A1	to weigh more,  be more significant than	entity compared to	PPT	CO-THEME
outwit	_	v	01	A0	transcend	thing outdoing	PPT	THEME
outwit	_	v	01	A1	transcend	thing outdone	PPT	CO-THEME
ovation	_	n	01	A0	celebration of using heavy applause	cheerers	PAG	_
ovation	_	n	01	A1	celebration of using heavy applause	entity cheered	PPT	_
ovation	_	n	01	A2	celebration of using heavy applause	grounds, reason for applause	CAU	_
over	_	j	01	A1	finished, completed, no longer occuring	thing that is no longer occurring	PAG	_
overarch	_	v	01	A1	extend over, as an arch	arch	PPT	_
overawe	_	v	01	A0	subdue through awe	causer of awe	PAG	STIMULUS
overawe	_	v	01	A1	subdue through awe	overawed entity	PPT	EXPERIENCER
overawe	_	v	01	A2	subdue through awe	instrument, if separate from arg0	MNR	_
overbake	_	v	01	A0	overbake	baker	PAG	AGENT
overbake	_	v	01	A1	overbake	food	PPT	PATIENT
overbearing	_	j	01	A0	bossy, controlling	bossy one	PAG	_
overbearing	_	j	01	A1	bossy, controlling	subject matter	PPT	_
overbearing	_	j	01	A2	bossy, controlling	target of bossiness, recipient	GOL	_
overbid	_	v	01	A0	bid too much	bidder	PAG	_
overbid	_	v	02	A0	bid more than someone else	higher bidder	PAG	_
overbid	_	v	02	A1	bid more than someone else	lower bidder	PPT	_
overbudget	_	v	01	A0	allocate too much money to some purpose	agent	PAG	_
overbudget	_	v	01	A1	allocate too much money to some purpose	amount of money overbudgeted	EXT	_
overbudget	_	v	01	A2	allocate too much money to some purpose	project receiving money	PPT	_
overburden	_	v	01	A0	to load someone/thing with too great a burden	loader	PAG	AGENT
overburden	_	v	01	A1	to load someone/thing with too great a burden	carrier	GOL	RECIPIENT
overburden	_	v	01	A2	to load someone/thing with too great a burden	load	PPT	THEME
overbuy	_	v	01	A0	to buy in excessive amounts	buyer	PAG	_
overbuy	_	v	01	A1	to buy in excessive amounts	thing bought	PPT	_
overbuy	_	v	01	A2	to buy in excessive amounts	seller	DIR	_
overbuy	_	v	01	A3	to buy in excessive amounts	price paid	VSP	_
overbuy	_	v	01	A4	to buy in excessive amounts	beneficiary	GOL	_
overbuy	_	v	01	A5	to buy in excessive amounts	overbought by how much?	EXT	_
overcast	_	v	01	A1	cast over	thing or area being enclosed	PPT	THEME
overcast	_	v	01	A2	cast over	thing being enclosed from	PPT	CO-THEME
overcharge	_	v	01	A0	ask too much (price)	seller	PAG	AGENT
overcharge	_	v	01	A1	ask too much (price)	asking price	VSP	ASSET
overcharge	_	v	01	A2	ask too much (price)	buyer	GOL	RECIPIENT
overcharge	_	v	01	A3	ask too much (price)	commodity	VSP	_
overcome	_	v	01	A0	conquer, get past	overcomer	PPT	THEME
overcome	_	v	01	A1	conquer, get past	difficulty	PPT	CO-THEME
overcommit	_	v	01	A0	to bind or obligate beyond capacity	entity committing too much	PAG	_
overcommit	_	v	01	A1	to bind or obligate beyond capacity	entity committed	PPT	_
overcommit	_	v	01	A2	to bind or obligate beyond capacity	committed-to, recipient	GOL	_
overcontrol	_	v	01	A0	control to too great a degree	controller	PAG	_
overcontrol	_	v	01	A1	control to too great a degree	controlled	PPT	_
overcontrol	_	v	01	A2	control to too great a degree	instumental, controlled with	MNR	_
overcook	_	v	01	A0	overcook	cook	PAG	AGENT
overcook	_	v	01	A1	overcook	food	PPT	PATIENT
overcrowd	_	v	01	A0	crowd together too much	causer of overcrowding	PAG	_
overcrowd	_	v	01	A1	crowd together too much	container, space that is overcrowded	GOL	_
overcrowd	_	v	01	A2	crowd together too much	substance, crowd, that is overcrowding arg1	PPT	_
overdo	_	v	01	A0	prepare to excess	maker, preparer	PAG	_
overdo	_	v	01	A1	prepare to excess	thing prepared, done	PPT	_
overdose	_	n	01	A0	(cause to) consume too much narcotic, consuming too much drugs	overdosed entity	PAG	_
overdose	_	n	01	A1	(cause to) consume too much narcotic, consuming too much drugs	narcotic	PPT	_
overdraft	_	v	01	A0	draft an excess of the credit balance	agent, remover of credit	PAG	_
overdraft	_	v	01	A1	draft an excess of the credit balance	thing removed	PPT	_
overdraft	_	v	01	A2	draft an excess of the credit balance	removed from, source	DIR	_
overdramatic	_	j	01	A1	greatly over-acted	over-actor	PAG	_
overdraw	_	v	01	A0	overstate, exaggerate	overdrawer	PAG	AGENT
overdraw	_	v	02	A0	remove beyond means	remover	PAG	_
overdraw	_	v	01	A1	overstate, exaggerate	thing overdrawn	PPT	THEME
overdraw	_	v	02	A1	remove beyond means	thing removed	PPT	_
overdraw	_	v	01	A2	overstate, exaggerate	attribute of arg1	PRD	_
overdraw	_	v	02	A2	remove beyond means	source, removed from	DIR	_
overdue	_	j	01	A1	still needed, but never actually scheduled	recipient	GOL	_
overdue	_	j	02	A1	past the scheduled time for	entity that was scheduled	PPT	_
overdue	_	j	01	A2	still needed, but never actually scheduled	what is needed	PPT	_
overdue	_	j	02	A2	past the scheduled time for	what arg1 was scheduled to do/undergo/occur	PRD	_
